@RELATION data

@ATTRIBUTE alexa_has_adult_content string
@ATTRIBUTE alexa_lang string
@ATTRIBUTE alexa_links_in string
@ATTRIBUTE alexa_load_time string
@ATTRIBUTE alexa_rank string
@ATTRIBUTE alexa_rank_dk string
@ATTRIBUTE cms string
@ATTRIBUTE external_links_count string
@ATTRIBUTE facebook_share string
@ATTRIBUTE has_analytics string
@ATTRIBUTE has_content_business string
@ATTRIBUTE has_content_film string
@ATTRIBUTE has_content_food string
@ATTRIBUTE has_content_games string
@ATTRIBUTE has_content_health string
@ATTRIBUTE has_content_music string
@ATTRIBUTE has_content_news string
@ATTRIBUTE has_content_shop string
@ATTRIBUTE has_content_sport string
@ATTRIBUTE has_content_technology string
@ATTRIBUTE has_content_transport string
@ATTRIBUTE has_content_xxx string
@ATTRIBUTE has_description string
@ATTRIBUTE has_js_angular string
@ATTRIBUTE has_js_backbone string
@ATTRIBUTE has_js_dojo string
@ATTRIBUTE has_js_ember string
@ATTRIBUTE has_js_handlebars string
@ATTRIBUTE has_js_jquery string
@ATTRIBUTE has_js_knockout string
@ATTRIBUTE has_js_modernizr string
@ATTRIBUTE has_js_mootools string
@ATTRIBUTE has_js_prototype string
@ATTRIBUTE has_js_underscore string
@ATTRIBUTE has_keywords string
@ATTRIBUTE html5 string
@ATTRIBUTE html5_tags string
@ATTRIBUTE img_count string
@ATTRIBUTE internal_links_count string
@ATTRIBUTE page_rank string
@ATTRIBUTE server string
@ATTRIBUTE title_tag string
@ATTRIBUTE twitter_share string
@ATTRIBUTE url string
@ATTRIBUTE xhtml string

@DATA
0,da-DK,54,2696,942999,3508,UNKNOWN,310,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,182,0,4,MICROSOFT-IIS/7.5,1,0,http://www.lastbilmagasinet.dk,0
0,da-DK,200,741,857352,3112,UNKNOWN,159,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,5,MICROSOFT-IIS/6.0,1,0,http://www.socialdemokraterne.dk,0
0,?,31,668,421179,2034,UNKNOWN,93,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,13,4,APACHE,1,0,http://www.volkswagendanmark.dk,1
0,?,681,1420,260385,878,UNKNOWN,81,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,5,6,MICROSOFT-IIS/6.0,1,0,http://www.naturstyrelsen.dk,0
0,da-DK,429,1977,458378,1966,TYPO3,25,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,'APACHE/2.0.63 (CENTOS)',1,0,http://www.goldenplanet.dk,0
0,da-DK,715,4065,628337,2431,UNKNOWN,106,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,13,6,MICROSOFT-IIS/7.5,1,0,http://www.dgi.dk,0
0,?,180,?,532203,?,WORDPRESS,37,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,28,5,APACHE,1,1,http://www.tedxcopenhagen.dk,0
0,?,39,1952,1210256,?,WORDPRESS,27,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,7,3,'APACHE/2.2.22 (UNIX) PHP/5.3.10',1,0,http://www.blucher-media.dk,0
0,da-DK,114,916,436367,1730,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,?,0,0,http://www.diba.dk,0
0,da-DK,84,?,859100,3914,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,?,0,0,http://www.danguitar.dk,0
0,?,11,?,1349986,3329,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,?,0,0,http://www.strikkekunsten.dk,0
0,?,35,1231,212972,827,UNKNOWN,136,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,3,1,MICROSOFT-IIS/6.0,1,0,http://www.just-half-price.dk,0
0,da-DK,134,1733,788180,3119,UNKNOWN,17,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,132,4,APACHE,1,0,http://www.dancenter.dk,0
0,da-DK,71,1453,460415,2778,UNKNOWN,47,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,28,3,MICROSOFT-IIS/7.5,1,0,http://www.billigsport24.dk,0
0,?,64,1228,29156,262,UNKNOWN,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,MICROSOFT-IIS/7.5,1,0,http://www.moviestarplanet.dk,0
0,da-DK,19,?,1286573,4836,UNKNOWN,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,3,'APACHE/2.2.14 (FEDORA)',1,0,http://www.bolignet.dk,0
0,?,27,?,290577,1238,WORDPRESS,16,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,14,17,2,LITESPEED,1,0,http://www.babyalarm-test.dk,0
0,?,92,492,60554,135,UNKNOWN,20,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,NGINX,1,0,http://www.travian.dk,0
0,da-DK,68,1110,661128,6633,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,?,0,0,http://www.rhs.dk,0
0,?,40,919,1100081,?,WORDPRESS,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,73,3,APACHE,1,0,http://www.podspeakers.dk,0
0,da-DK,150,4035,1358014,8365,SHAREPOINT,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,5,MICROSOFT-IIS/7.5,1,0,http://www.hjv.dk,0
0,da,54,210,160539,545,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?,0,0,http://www.danlon.dk,0
0,?,32,?,723431,2829,TYPO3,80,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,'APACHE/2.2.23 (UNIX) MOD_SSL/2.2.23 OPENSSL/1.0.1E MOD_AUTH_PASSTHROUGH/2.1 MOD_BWLIMITED/1.4 FRONTPAGE/5.0.2.2635',1,0,http://www.dentalklinikken.dk,0
0,?,458,3057,77703,314,UNKNOWN,13,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,155,4,MICROSOFT-IIS/7.5,1,0,http://www.miinto.dk,0
0,da-DK,106,646,1057782,6922,UNKNOWN,20,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,0,6,MICROSOFT-IIS/7.5,1,0,http://www.nemkonto.dk,0
0,?,87,?,974757,?,UNKNOWN,206,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,37,7,5,'APACHE/2.2.21 (WIN32) MOD_JK/1.2.32',1,0,http://www.energy-supply.dk,0
0,da-DK,499,1576,166580,1241,UNKNOWN,113,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,6,MICROSOFT-IIS/7.5,1,0,http://www.gyldendal.dk,0
0,da-DK,192,4235,137068,521,DRUPAL,270,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64,7,5,'APACHE/2.2.22 (EL)',1,0,http://www.folketidende.dk,0
0,da-DK,671,898,61786,275,UNKNOWN,148,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,11,5,'CONCEALED BY JUNIPER NETWORKS DX',1,0,http://www.comon.dk,0
0,en,66,1445,663423,2544,WORDPRESS,9,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,66,3,'APACHE/1.3.42 (UNIX) PHP/5.2.13',1,0,http://www.go-fishing.dk,0
0,en,514,1808,578956,?,WORDPRESS,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,13,5,APACHE,1,0,http://www.padowan.dk,0
0,da-DK,317,1829,92311,327,UNKNOWN,52,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,70,6,APACHE,1,0,http://www.stepstone.dk,0
0,da-DK,133,932,1281137,6269,UNKNOWN,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,7,5,MICROSOFT-IIS/7.5,1,0,http://www.pfa.dk,0
0,da-DK,147,1652,321824,1894,UNKNOWN,57,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,4,5,?,1,0,http://www.rd.dk,0
0,da-DK,49,697,1050963,3556,UNKNOWN,136,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,30,3,MICROSOFT-IIS/7.0,1,0,http://www.internetstart.dk,0
0,?,45,1968,133705,757,WORDPRESS,31,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,32,8,132,3,APACHE,1,0,http://www.techmind.dk,0
0,?,57,?,335146,3051,UNKNOWN,19,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,4,4,MICROSOFT-IIS/7.5,1,0,http://www.cmore.dk,0
0,da-DK,33,1765,977927,4676,UNKNOWN,73,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,0,5,MICROSOFT-IIS/7.5,1,0,http://www.husvild.dk,0
0,?,144,?,710863,8260,WORDPRESS,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,121,5,'APACHE/2.2.12 (LINUX/SUSE)',1,0,http://www.iprospect.dk,0
0,en,492,1079,73225,290,UNKNOWN,49,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,57,6,MICROSOFT-IIS/6.0,1,0,http://www.sas.dk,0
0,da-DK,245,2227,122650,348,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,?,0,0,http://www.mobilsiden.dk,0
0,?,215,1218,45761,151,UNKNOWN,115,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,21,4,MICROSOFT-IIS/7.5,1,0,http://www.momondo.dk,0
0,?,131,4119,271222,1772,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,?,0,0,http://www.multikoeb.dk,0
0,en,55,?,683603,3885,UNKNOWN,44,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,5,4,NGINX,1,0,http://www.lilienhoff.dk,0
0,da-DK,121,313,550905,2832,UNKNOWN,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,MICROSOFT-IIS/7.5,1,0,http://www.bornholm.dk,0
0,da-DK,55,676,361289,1240,UNKNOWN,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,4,MICROSOFT-IIS/7.5,1,0,http://www.aarhusbolig.dk,0
0,?,5,?,1459494,3847,SHAREPOINT,19,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,12,1,'- MEEBOX WEB ACCELERATION -',1,0,http://www.romhatten.dk,0
0,da-DK,16,?,1356068,10427,WORDPRESS,8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,94,5,'APACHE/2.2.23 (UNIX) MOD_SSL/2.2.23 OPENSSL/1.0.0-FIPS MOD_AUTH_PASSTHROUGH/2.1 MOD_BWLIMITED/1.4 FRONTPAGE/5.0.2.2635',0,0,http://www.steenhildebrandt.dk,0
0,da-DK,71,2904,947544,4567,UNKNOWN,418,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,?,MICROSOFT-IIS/7.5,1,0,http://www.sportdres.dk,0
0,da-DK,199,1406,94637,632,UNKNOWN,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,2,5,NGINX/1.2.8,1,0,http://www.benjamin.dk,0
1,da-DK,81,1102,97774,366,UNKNOWN,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,4,4,APACHE-COYOTE/1.1,1,0,http://www.hot.dk,0
0,da-DK,315,703,734394,3216,SHAREPOINT,198,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,8,5,APACHE/2.2.22,1,0,http://www.kolding.dk,0
0,da-DK,129,?,639413,1405,SHAREPOINT,145,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,13,5,MICROSOFT-IIS/7.5,1,0,http://www.fredericia.dk,0
0,?,3273,?,298762,?,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,0,0,http://www.nobill.dk,0
0,?,25,2486,139198,664,UNKNOWN,5,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,3,MICROSOFT-IIS/7.5,1,0,http://www.flirtii.dk,1
0,?,35,?,519673,2369,UNKNOWN,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,11,1,APACHE,1,0,http://www.shoporama.dk,0
0,da-DK,441,2893,29047,91,UNKNOWN,205,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,22,18,0,5,MICROSOFT-IIS/7.0,1,0,http://www.bilbasen.dk,0
0,da-DK,109,?,1367773,5065,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,?,0,0,http://www.dofbasen.dk,0
0,da-DK,30,?,198095,765,UNKNOWN,11,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,52,3,'- MEEBOX WEB ACCELERATION -',1,0,http://www.fyravindar.dk,0
0,?,59,2440,500526,5006,SHAREPOINT,816,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,241,10,1,APACHE,1,0,http://www.ecig-forum.dk,0
0,?,23,?,546511,5053,WORDPRESS,11,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,6,25,0,APACHE,1,0,http://www.forsikringsdeal.dk,0
0,?,164,?,1052479,?,UNKNOWN,104,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,15,46,1,2,LWS,1,1,http://www.live-fodbold.dk,0
0,da-DK,101,1722,770185,3007,UNKNOWN,70,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,6,4,MICROSOFT-IIS/7.5,1,0,http://www.feriepartner.dk,0
0,?,73,1269,897585,7565,UNKNOWN,10,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,56,3,'APACHE/2.2.16 (DEBIAN)',1,0,http://www.cykelbanditten.dk,0
0,?,111,1043,159192,517,SHAREPOINT,66,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,14,26,1,2,'APACHE/2.2.22 (UBUNTU)',1,0,http://www.awork.dk,0
0,da-DK,202,1043,291421,1798,UNKNOWN,44,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,89,6,?,1,0,http://www.djoef.dk,0
0,da-DK,21,232,750124,6389,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,?,0,0,http://www.vind.dk,0
0,da-DK,69,1342,693244,3317,UNKNOWN,43,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,4,APACHE/2.2.24,0,0,http://www.ledige-lejligheder.dk,0
0,?,3,?,1710520,3335,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,0,0,http://www.brugteklodser.dk,0
0,?,786,760,104961,?,UNKNOWN,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,14,5,?,1,0,http://www.fuckyouverymuch.dk,0
0,?,4,?,1517799,3609,WORDPRESS,3,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,25,?,NGINX/1.2.1,1,0,http://www.kalkjarlen.dk,0
0,da-DK,13964,1284,37079,251,UNKNOWN,22,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,43,7,APACHE,1,0,http://www.ku.dk,0
0,?,68,963,176078,836,UNKNOWN,250,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,67,2,2,MICROSOFT-IIS/7.5,1,0,http://www.baboom.dk,0
0,?,76,?,517872,?,JOOMLA,121,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,36,10,3,NGINX,1,0,http://www.appsandroid.dk,0
0,?,51,?,1215300,6135,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?,0,0,http://www.luksuslamper.dk,0
0,da-DK,188,2630,492492,4574,UNKNOWN,198,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,21,5,'APACHE/2.2.14 (EL)',1,0,http://www.maskinbladet.dk,0
1,en,109,2250,926082,?,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?,0,0,http://www.freegamesonline.dk,0
0,en,18,1035,533148,2147,UNKNOWN,14,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,138,2,APACHE,1,0,http://www.peterhahn.dk,0
1,da-DK,3277,5386,2067,5,UNKNOWN,127,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,671,7,APACHE-COYOTE/1.1,1,0,http://www.ekstrabladet.dk,0
0,da-DK,119,1203,455707,?,UNKNOWN,186,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,1,4,APACHE,1,0,http://www.origon.dk,0
0,?,863,1234,710737,2364,UNKNOWN,6,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,74,3,APACHE,1,0,http://www.drinkworld.dk,0
0,?,51,737,313568,?,UNKNOWN,298,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,6,APACHE,1,0,http://www.craigslist.dk,0
0,da-DK,302,2169,113662,460,UNKNOWN,151,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,2,5,MICROSOFT-IIS/7.5,1,0,http://www.spies.dk,0
0,da-DK,143,1041,674945,3108,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,?,0,0,http://www.sushi.dk,0
0,da-DK,45,?,618631,?,TYPO3,75,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27,0,3,APACHE,1,0,http://www.simplexdesign.dk,0
0,en,142,4327,530058,3497,UNKNOWN,72,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,12,4,APACHE,1,0,http://www.opel.dk,0
0,?,30,1942,241975,2276,SHAREPOINT,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5,18,0,2,'- MEEBOX WEB ACCELERATION -',1,0,http://www.adhdawareness.dk,0
0,?,293,1359,35804,109,UNKNOWN,195,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,7,6,MICROSOFT-IIS/7.5,1,1,http://www.boliga.dk,0
0,?,33,?,886685,6061,UNKNOWN,180,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,4,NGINX/0.7.65,1,0,http://www.photobox.dk,0
0,?,30,219,447066,825,UNKNOWN,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,APACHE,1,0,http://www.olddevils.dk,0
0,en,181,5031,309476,1328,UNKNOWN,165,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,28,5,MICROSOFT-IIS/7.5,1,0,http://www.q.dk,0
0,?,172,?,604641,5840,WORDPRESS,41,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,60,204,4,APACHE,1,1,http://www.elektronista.dk,0
