Id,Label,Alexa Rank,Location,Number of Out Links,Number of In Links,Weights of Out Links,Weights of In links,Diff Weights,Weights of Self links,PageRank
30527279,gaffneyledger.com,1620755,South Carolina,2,3,280,9,-271,569380,6.52611279529854e-05
30551205,gastongazette.com,163823,North Carolina,6,24,6442,7374,932,322995,0.00023956997047014107
30559005,gcnewsgazette.com,3098103,Kentucky,2,5,2,5,3,75881,0.00014199425505933725
30577658,germantownnow.com,2554210,Wisconsin,2,5,30,34,4,78,6.65608570398667e-05
30609934,globalatlanta.com,350779,Georgia,1,4,1,6,5,51974,6.488793192991052e-05
30640737,gothamgazette.com,641917,New York,129,37,30619,4660,-25959,675006,0.00018278702391589776
30649696,graingertoday.com,13595943,Tennessee,0,2,0,3,3,1,6.437220623567674e-05
30654748,grassandgrain.com,17236341,Kansas,1,2,1,4,3,117,6.438663407114309e-05
30661959,greenfieldnow.com,2728342,Wisconsin,10,4,1250,32,-1218,6712,6.72936383655991e-05
30664908,greenwichtime.com,130333,Connecticut,35,23,22620,14077,-8543,117245,0.0002349839166879988
30689815,gulfcoastnews.com,3438907,Mississipi,43,3,118,3,-115,2093,6.56438275525071e-05
30689974,gulfshorelife.com,836782,Florida,13,9,13,5019,5006,43391,9.148896722873093e-05
30691804,gunnisontimes.com,1834982,Colorado,0,2,0,3,3,43,6.637897080283445e-05
30742940,hawaiinewsnow.com,24896,Hawaii,8,11,10,681,671,49326,9.632690745536195e-05
30744903,haysfreepress.com,1609706,Texas,1,1,1,3,2,72178,6.434511681069406e-05
30745156,hazard-herald.com,2352369,Kentucky,5,1,9,1,-8,20412,0.00010137206377934977
30751932,healthcitysun.com,4734527,New Mexico,0,1,0,1,1,0,6.43485478304114e-05
30773046,herald-leader.net,4018069,Georgia,0,2,0,2,2,2,6.436297566587774e-05
30773055,heraldandnews.com,316627,Oregon,1,0,1,0,-1,1,6.433931726061239e-05
30773107,heraldtribune.com,30770,Florida,8,51,51,379,328,1293752,0.0001151147035201971
30774480,herefordbrand.com,7114579,Texas,0,2,0,2,2,7,6.436297566587774e-05
30776378,hernandotoday.com,400337,Florida,3,14,28779,20428,-8351,282137,0.000275531707009558
30784583,hickoryrecord.com,525582,North Carolina,11,12,12171,16818,4647,213049,0.0005695328142075889
30787724,highlandsinfo.com,14068497,North Carolina,0,1,0,1,1,4868,6.435374509607873e-05
30787731,highlandsnews.com,12246427,North Carolina,6,9,21,11,-10,3976,0.00023442238826523832
30821970,hometownargus.com,5936558,Minnesota,0,3,0,840,840,63,0.0001226348580037446
30826102,hoodrivernews.com,883110,Oregon,5,4,2357,902,-1455,14003,8.258703513081278e-05
30857031,hoyendelaware.com,5116288,Delaware,6,3,3250,4,-3246,130181,6.44120857272244e-05
30914786,illinoistimes.com,603061,Illinois,4,9,14,153,139,119390,6.79592432962737e-05
30938801,indianexpress.com,868,Alexa Top 500,1,0,53,0,-53,66,6.433931726061239e-05
30985136,irishemigrant.com,14355085,Massachusetts,0,3,0,4,4,144,6.493817324789678e-05
30993494,islandgazette.net,3214364,North Carolina,0,2,0,3,3,138,6.437220623567674e-05
30993906,islandsunnews.com,2210836,Florida,0,2,0,7,7,68,6.44143257805401e-05
30993911,islandsweekly.com,5031518,Washington,11,5,822,668,-154,17615,0.0001524922442744322
30996223,issaquahpress.com,630879,Washington,6,7,5000,2209,-2791,336215,0.0007203173002961094
31016716,jacksonconews.com,13201293,Texas,0,2,0,2,2,65,6.436297566587774e-05
31048054,jeffersonpost.com,1301330,North Carolina,0,4,0,4,4,21,0.00011011364263144646
31062289,jewishjournal.org,10839813,Massachusetts,0,2,0,3,3,6,6.440135659022464e-05
31065374,jhunewsletter.com,999480,Maryland,0,6,0,8,8,265,6.548179170090036e-05
31105170,journalherald.com,7545409,Iowa,15,1,15,2,-13,90,6.43577784002104e-05
31105255,journalrecord.com,551742,Oklahoma,14,0,21,0,-21,62708,6.433931726061239e-05
31183697,keepmecurrent.com,235407,Maine,0,2,0,3,3,51,6.436052575677002e-05
31219580,kingstreenews.com,1250839,South Carolina,5,8,1705,10888,9183,8175,0.00031894651839730085
31249661,kokomotribune.com,330229,Indiana,0,14,0,17,17,43404,9.068685690340482e-05
31305201,laconexionusa.com,2395073,North Carolina,0,2,0,4,4,54322,6.438663407114309e-05
31308195,ladysmithnews.com,2698690,Wisconsin,1,2,3,2,-1,21,6.436297566587774e-05
31313033,lakelandtimes.com,1173241,Wisconsin,0,5,0,5,5,15,6.437364256284733e-05
31315861,lamardemocrat.com,5328486,Missouri,0,2,0,2,2,1,6.436297566587774e-05
31332946,lasvegasoptic.com,4136022,New Mexico,1,2,1,5,4,7857,6.43485478304114e-05
31341253,lavozcolorado.com,3855929,Colorado,0,1,0,2,2,35,6.43577784002104e-05
31348357,leaderjournal.com,3267526,Missouri,14,3,2191,382,-1809,35296,8.519358113630173e-05
31378907,levellandnews.net,7693642,Texas,4,2,8,2,-6,57,6.436297566587774e-05
31434691,localnewsonly.com,3688690,Texas,0,2,0,2,2,4785,6.444797465239071e-05
31468396,lubbockonline.com,60872,Texas,54,34,183,173,-10,1041331,9.78065268316517e-05
31486878,lyonsrecorder.com,1723410,Colorado,0,1,0,2,2,6762,6.43577784002104e-05
31501872,madison-press.com,2595326,Ohio,1,8,42,9,-33,2649,0.0015176687931128799
31519839,maineinsights.com,4207028,Maine,1,1,1,1,0,26603,6.546504004442937e-05
31520247,mainlinetimes.com,8266723,Pennsylvania,0,3,0,4,4,0,6.444093331405913e-05
31520248,mainlinetoday.com,423157,Pennsylvania,15,8,3445,4768,1323,697605,9.197320944582443e-05
31556906,mariettatimes.com,831497,Ohio,32,8,137,11,-126,8777,0.00012435185221848426
31607766,mcalesternews.com,928497,Oklahoma,1,7,16,9,-7,36437,6.720990240366769e-05
31608737,mccookgazette.com,1086904,Nebraska,0,8,0,9,9,11761,6.604694652191483e-05
31613571,mddailyrecord.com,4475962,Maryland,0,3,0,4,4,0,7.048069246864237e-05
31645231,mercedsunstar.com,89768,Alexa Top 500,8,25,309,289,-20,185919,0.00010073628150894093
31650547,messengernews.net,307565,Iowa,1,5,132,12,-120,21963,7.469307944538427e-05
31663626,miaminewtimes.com,13609,Florida,29,52,1141797,794336,-347461,4952111,0.000748369961417526
31671365,michigandaily.com,159219,Michigan,14,22,19,124,105,620157,7.179146738552021e-05
31674608,midcountymemo.com,1532744,Oregon,6,4,632,9,-623,38711,6.871758954490268e-05
31675230,midhudsonnews.com,155579,New York,4,8,8,32,24,1077,0.0001978947222741156
31685998,milescitystar.com,3314006,Montana,0,4,0,376,376,423,0.00020613082212699794
31686552,milfordbeacon.com,2268332,Delaware,4,8,205,3174,2969,800,0.00015019135023580283
31687301,militarytimes.com,24886,Alexa Top 500,52,45,7975,206,-7769,531892,8.04910354304018e-05
31696443,mininggazette.com,493426,Michigan,5,10,112,13,-99,7175,8.385362313653959e-05
31696449,miningjournal.net,223335,Michigan,5,12,216,16,-200,17676,8.40615825200339e-05
31698574,minthilltimes.com,4702840,North Carolina,0,2,0,2,2,7931,6.436297566587774e-05
31746332,monroemonitor.com,1138543,Washington,1,3,3,5,2,9,6.445016388385813e-05
31747748,montanakaimin.com,900388,Montana,4,4,4,7,3,5053,6.457383459925577e-05
31757241,morning-times.com,1556575,Pennsylvania,0,3,0,4,4,1465,6.444613057972646e-05
31767988,mountaintimes.com,506311,North Carolina,9,8,11228,8840,-2388,37441,0.0001568783893319214
31767989,mountaintimes.net,10166109,New Mexico,0,2,0,2,2,145,6.441727490879378e-05
31793258,muncyluminary.com,10054823,Pennsylvania,1,4,34,4,-30,496,9.465499857245199e-05
31796393,murphymonitor.com,11162826,Texas,4,6,28,33,5,10,0.0003893166292527054
31796588,murrayjournal.com,5514677,Utah,11,13,2409,2586,177,6860,0.00042905846155093366
31815967,mydailyrecord.com,2089395,North Carolina,0,2,0,2,2,68,6.436297566587774e-05
31818388,myfoxtampabay.com,19338,Florida,15,24,33,47,14,165832,8.571450592765944e-05
31853150,nashvillepost.com,242549,Tennessee,20,13,7660,22007,14347,315641,0.00018401917193336566
31890160,newbostonnews.com,10969536,Texas,1,1,1,1,0,0,6.435374509607873e-05
31895310,news-bulletin.com,2584355,New Mexico,0,3,0,34,34,1273,7.212540320964389e-05
31895391,news-register.net,1340164,West Virginia,5,7,1185,10,-1175,11046,6.492850511279493e-05
31895393,news-reporter.com,2729833,Georgia,0,2,0,2,2,323973,6.436297566587774e-05
31895403,news-sentinel.com,148942,Indiana,1,5,120,979,859,2183,0.00048431176105932317
31898198,newsleadernow.com,1997256,North Carolina,0,2,0,2,2,1,6.436297566587774e-05
31898596,newspapertree.com,3770179,Texas,35,9,185,28,-157,35480,6.908771369557212e-05
31900380,newyorkbeacon.net,3640358,New York,6,3,10,4,-6,15,6.632190711054218e-05
31900479,newyorkfamily.com,222366,New York,12,5,34,7,-27,13918,6.620751898960738e-05
31943543,northeastnews.net,3962332,Missouri,0,4,0,7,7,2,6.472645543362058e-05
31965950,nwasianweekly.com,1092862,Washington,1,6,309,7,-302,373342,6.461632063250188e-05
31967189,nyackvillager.com,4081549,New York,0,2,0,3,3,1906,6.437220623567674e-05
31968122,nydailyrecord.com,1607217,New York,0,3,0,4,4,78179,6.442184336248175e-05
31971834,oakdaleleader.com,1504938,California,2,3,60,7,-53,467,0.00011197264388054676
31977066,observertoday.com,271386,New York,5,4,122,5,-117,11305,6.558881287176802e-05
31997339,oklahomatoday.com,2108557,Oklahoma,1,5,120,8,-112,4679,7.524648046939938e-05
32008444,omakchronicle.com,2750876,Washington,14,4,89,3609,3520,36576,7.511240360410765e-05
32010892,omnibusonline.com,8337879,Missouri,0,2,0,2,2,1,6.436297566587774e-05
32019648,onlinechester.com,3084252,South Carolina,1,0,1,0,-1,6597,6.433931726061239e-05
32020496,onlinemadison.com,1730474,Mississipi,0,4,0,4,4,27,6.451978654114496e-05
32027923,opendemocracy.net,43215,Alexa Top 500,147,44,5079,562,-4517,439615,0.00015717271586175455
32042716,orlando-times.com,6761146,Florida,0,3,0,3,3,443,6.443170274426013e-05
32043001,orlandoweekly.com,46818,Florida,0,10,0,24,24,6856,9.90612765094587e-05
32080379,palisadespost.com,9453989,California,2,3,38,5,-33,176,6.445180018801079e-05
32081041,palmbeachpost.com,12492,Florida,155,126,98502,7322,-91180,4501670,0.0006976224957657945
32111894,patriotledger.com,176080,Massachusetts,59,87,69911,37270,-32641,735272,0.001549636133152973
32125858,peabodykansas.com,14376767,Kansas,0,2,0,2,2,147,6.436297566587774e-05
32148167,peshtigotimes.net,2804218,Wisconsin,1,3,5,4,-1,40,6.486543114655853e-05
32160182,pharostribune.com,895548,Indiana,12,12,14,19,5,106776,9.924570755976696e-05
32190063,pipestonestar.com,3176398,Minnesota,0,3,0,3,3,8,6.443170274426012e-05
32230386,poncacitynews.com,1577380,Oklahoma,0,4,0,7,7,1385,6.47103354978378e-05
32244085,post-register.com,4796100,Texas,1,2,1,2,1,326,6.436297566587774e-05
32245274,postnewsgroup.com,573013,California,0,3,0,7,7,0,6.439806988890269e-05
32248104,powelltribune.com,1700254,Wyoming,0,8,0,12,12,3463,7.010772847634921e-05
32252083,ppindependent.net,17667286,Minnesota,0,2,0,2,2,202,6.436297566587774e-05
32254858,prairiebizmag.com,468183,North Dakota,2,5,1912,25,-1887,61918,0.00045760244740275296
32263207,press-citizen.com,185215,Iowa,3,12,778,22,-756,19019,0.00027298397611062177
32263434,pressandguide.com,590732,Michigan,7,0,7,0,-7,0,6.433931726061239e-05
32263495,pressconnects.com,86434,New York,9,35,2252,1070,-1182,66685,0.00036998036587413503
32263503,pressdemocrat.com,24951,California,5,35,30082,17587,-12495,687531,0.0005798538342573724
32263900,pressreporter.com,3638901,Texas,1,2,1,2,1,56,6.436297566587774e-05
32263929,presstelegram.com,72532,California,11,30,38,68,30,466198,9.620929407012517e-05
32282479,progresstimes.net,14173088,Texas,0,2,0,4,4,4332,6.438143680547575e-05
32329317,queenannenews.com,1636910,Washington,4,6,12,17,5,18,0.0002569883869032932
32329682,queenscourier.com,299328,New York,8,12,102,93,-9,122595,7.124902093812734e-05
32329839,queenstribune.com,1526977,New York,1,11,1,79,78,32782,6.761948040296832e-05
32360501,randolphguide.com,1883007,North Carolina,1,2,1,2,1,30347,6.436297566587774e-05
32386349,recordcourier.com,887940,Nevada,6,11,12258,17163,4905,123706,0.00019113633830012306
32390437,redeyechicago.com,52649,Illinois,10,17,2623,128,-2495,10970,0.00010658195204220759
32400153,register-news.com,1694716,Illinois,0,3,0,3,3,39776,6.445996125481388e-05
32400269,registerguard.com,78834,Oregon,24,48,55,273,218,241767,0.00010551816896522647
32426859,reverejournal.com,1592586,Massachusetts,4,8,12,654,642,5888,0.00011283778890338047
32427422,reviewjournal.com,5599,Alexa Top 500,2,26,2228,97,-2131,135668,6.993818405413883e-05
32442048,ridgwayrecord.com,3188765,Pennsylvania,0,2,0,3,3,3678,6.437740350134408e-05
32496407,rrdailyherald.com,878673,North Carolina,0,2,0,2,2,1,6.436297566587774e-05
32508473,ruralreporter.com,17681015,Missouri,2,2,16,2,-14,56,6.436297566587774e-05
32512261,rutlandherald.com,298026,Vermont,4,19,1445,870,-575,89078,0.000427666099229357
32534177,saipantribune.com,511551,US Territories,3,3,3,4,1,115,6.545471353288379e-05
32539538,salisburypost.com,219000,North Carolina,2,17,13,7960,7947,457891,0.00026235687083511343
32549974,sanangelolive.com,374809,Texas,1,3,1,5,4,1067,6.576061101786224e-05
32554428,sanfordherald.com,1187856,North Carolina,1,8,1,8,7,1486,8.047518604136816e-05
32556341,sanluisobispo.com,47712,California,30,16,136,64,-72,368659,9.535466668494872e-05
32558316,santamariasun.com,1256147,California,0,3,0,6,6,20439,6.536193385946935e-05
32605147,sdsucollegian.com,4499680,South Dakota,3,3,3,3,0,356402,6.443170274426013e-05
32611469,seattlemedium.com,5686416,Washington,0,3,0,4,4,21,6.632190711054218e-05
32611599,seattleweekly.com,62456,Washington,48,59,498750,852878,354128,2366080,0.0008110948939597159
32632595,sentinel-echo.com,745450,Kentucky,0,1,0,1,1,10651,6.440804433899478e-05
32635598,sequimgazette.com,769955,Washington,2,4,2,13,11,40010,6.575599659025795e-05
32644316,setexasrecord.com,518562,Texas,3,10,5,16,11,321863,6.476947980588947e-05
32667955,shawanoleader.com,763577,Wisconsin,1,2,3,3,0,6,6.437740350134408e-05
32670698,shelburnenews.com,3685706,Vermont,1,1,1,2,1,23772,6.43577784002104e-05
32710951,siliconvalley.com,94984,California,1,17,4590,128822,124232,116814,0.005258437191905869
32726914,siskiyoudaily.com,364236,California,11,5,1031,677,-354,33954,0.00040082751729105084
32748908,sleepyeyenews.com,4563573,Minnesota,6,7,296,1478,1182,1691,0.00022429112960788033
32768413,snovalleystar.com,1806991,Washington,4,2,4382,2,-4380,150451,6.452773887575897e-05
32768448,snow-forecast.com,31171,Alexa Top 500,0,6,0,8,8,1681551,6.495918131543535e-05
32802611,southreporter.com,1495522,Mississipi,0,3,0,3,3,6514,6.443170274426013e-05
32816138,spencermagnet.com,13684025,Kentucky,1,1,1,1,0,14503,6.440804433899478e-05
32818709,spiked-online.com,81221,Alexa Top 500,72,38,645,339,-306,158245,9.464977054451492e-05
32828856,spotlightnews.com,1848813,New York,0,1,0,2,2,14836,6.436817293154508e-05
32846184,stanforddaily.com,125264,California,13,13,21,60,39,68491,6.807737536693394e-05
32849842,starnewsgroup.com,1412431,New Jersey,0,1,0,2,2,1835,6.43577784002104e-05
32853006,state-journal.com,249977,Kentucky,4,10,1518,19,-1499,63136,7.224741211948714e-05
32853317,statelinenews.com,13942707,Wisconsin,1,2,1,2,1,1,6.435374509607873e-05
32853503,statesgraphic.com,7660941,Tennessee,2,3,15,3,-12,106,9.276874887222511e-05
32857528,stcroixsource.com,772545,US Territories,6,3,1553,1473,-80,70289,0.0004248157821545354
32895090,studentprintz.com,4053208,Mississipi,0,3,0,5,5,10022,6.450041481936273e-05
32906390,suburban-news.org,124995,Alexa Top 500,22,8,44,11,-33,19486,0.0001454524581337099
32916300,sundancetimes.com,7435680,Wyoming,0,2,0,3,3,3,6.437740350134408e-05
32999777,tcdailyplanet.net,126767,Minnesota,83,20,503,115,-388,400845,8.620500565826724e-05
33016517,tehachapinews.com,1677405,California,1,2,1,2,1,3242,6.436297566587774e-05
33037563,texascatholic.com,5604966,Texas,0,2,0,3,3,0,6.437740350134408e-05
33038014,texasobserver.org,204738,Texas,2,17,2,210,208,288,7.961656172358128e-05
33048807,theadvertiser.com,145238,Louisiana,8,12,3992,276,-3716,113889,0.0004031202925654191
33049181,thealpenanews.com,1214216,Michigan,7,10,124,26,-98,6714,8.425014648279599e-05
33049615,theapexherald.com,10500138,North Carolina,1,12,1,25,24,7,0.00027653186825123144
33054385,thebluebanner.net,6974758,North Carolina,0,3,0,4,4,92,6.442306991461735e-05
33057669,thecherokeean.com,5354580,Texas,0,2,0,2,2,127,6.436297566587774e-05
33057996,thecirclenews.org,1324162,Minnesota,0,4,0,6,6,2,8.116009995635736e-05
33058991,theconcordian.org,1973090,Minnesota,0,3,0,4,4,4033,6.444093331405913e-05
33059495,thecountyline.net,7991362,Wisconsin,0,2,0,2,2,4,6.436297566587774e-05
33060381,thedailyaztec.com,328095,California,1,5,1,5,4,45968,6.498532219674539e-05
33060387,thedailybeast.com,839,New York,344,235,19987,30544,10557,475266,0.0017626123276102388
33060584,thedailytimes.com,318293,Tennessee,0,12,0,2660,2660,10643,0.00010416706329574147
33060603,thedailyworld.com,543486,Washington,3,8,503,10,-493,14246,6.532196242056e-05
33061005,thedcregister.com,2113658,Indiana,9,14,18,28,10,4,0.0003599757510638737
33061372,thedesertinde.com,5959813,California,2,1,3,1,-2,460,6.435374509607873e-05
33063588,theenterprise.net,4164611,Virginia,0,1,0,1,1,34,6.43485478304114e-05
33063628,theepochtimes.com,2821,New York,25,35,41,267,226,567437,0.00015157077858256706
33065600,theforecaster.net,311000,Maine,7,6,13,8433,8420,63098,8.89355751275291e-05
33069947,thehccrusader.com,2971695,Massachusetts,0,3,0,5,5,2110,6.557882196705e-05
33072261,theinquisitor.com,2319885,Louisiana,2,2,245,2,-243,4087,6.436297566587774e-05
33073028,thejewishnews.com,944929,Michigan,0,1,0,2,2,485,6.43577784002104e-05
33073031,thejewishstar.com,2260389,New York,0,2,0,2,2,178,6.436297566587774e-05
33073032,thejewishweek.com,111525,New York,36,31,4546,842,-3704,433461,0.00010063645018689833
33076255,theloomisnews.com,13582051,California,1,3,1,6,5,21,6.439066737527475e-05
33078671,themillennews.com,3871278,Georgia,3,5,7873,2898,-4975,103390,0.0004290053847763746
33079447,themorningsun.com,182812,Michigan,4,8,5416,14,-5402,19636,6.470397755739836e-05
33080773,thenewsherald.com,232248,Michigan,5,6,33,55,22,9,9.783004545382437e-05
33081906,theolathenews.com,1531417,Kansas,3,5,7,10,3,199,6.651112366876567e-05
33082734,theotherpaper.com,16044314,Ohio,0,4,0,6,6,2,6.47011049280388e-05
33087519,therecordlive.com,2920110,Texas,0,2,0,4,4,14,6.438663407114309e-05
33088408,thericatholic.com,8265459,Rhode Island,1,4,1,6,5,120,0.00012966680731720098
33090529,thesantaclara.com,11004543,California,0,4,0,9,9,305,6.542376147858495e-05
33091220,theseniornews.com,11189814,Ohio,0,3,0,5,5,127,6.445536114952548e-05
33092788,thesnaponline.com,1273645,North Carolina,1,2,1,2,1,23713,6.436297566587774e-05
33094190,thestokesnews.com,5111104,North Carolina,4,6,4,8,4,15855,0.00010522905124322547
33096672,thetowerlight.com,1809883,Maryland,2,5,2,13,11,3033,6.557661738640715e-05
33098449,thevindicator.com,2460565,Texas,0,2,0,3,3,3,6.437740350134408e-05
33098657,thevitalvoice.com,1212378,Missouri,0,3,0,4,4,2535,6.443817579399887e-05
33099979,thewhitonline.com,2792217,New Jersey,5,4,637,6,-631,10672,6.463813261576245e-05
33115765,tidewaternews.com,833305,Virginia,0,3,0,4,4,11532,6.582928168434064e-05
33118299,tiftongazette.com,2172306,Georgia,7,11,9702,12361,2659,31108,0.00047010449774421287
33122892,timesbulletin.com,582916,Ohio,10,13,50,25,-25,14,0.00036295240910412334
33122899,timescolonist.com,42209,Alexa Top 500,19,12,22980,38303,15323,424901,0.0006769556077673346
33122906,timesdispatch.com,29920,Virginia,8,77,24325,27481,3156,335394,0.0019039270786696926
33123038,timesobserver.com,1582895,Pennsylvania,5,7,108,7,-101,10618,0.00012044322752088039
33123086,timesreporter.com,616797,Ohio,13,12,3890,223,-3667,203519,0.0001436773031333174
33145142,tolucantimes.info,1486400,California,1,3,3,3,0,96871,6.442894522419987e-05
33197198,tricityrecord.com,5695099,Michigan,0,1,0,1,1,6,6.43485478304114e-05
33197219,tricityweekly.com,2047668,California,0,3,0,28,28,98,6.57633366480449e-05
33199640,trinitytripod.com,12086354,Connecticut,0,2,0,2,2,7552,6.436297566587774e-05
33219100,tullahomanews.com,1411429,Tennessee,5,6,10,21,11,5207,0.00014986818905195516
33219279,tulsabusiness.com,2095505,Oklahoma,0,2,0,3,3,7,6.437220623567674e-05
33232882,twincitytimes.com,7765097,Maine,0,2,0,4,4,412,6.441606772701324e-05
33237975,tylerstarnews.com,7342147,West Virginia,1,5,1,5,4,3,6.77376662679926e-05
33264058,uniondemocrat.com,624743,California,8,7,15,94,79,20682,9.215846372263352e-05
33264316,unionrecorder.com,2249949,Georgia,1,8,45,13,-32,65400,6.821626814733269e-05
33269209,unlvrebelyell.com,1478011,Nevada,0,6,0,8,8,130826,6.50440701588215e-05
33276032,urbanacitizen.com,2262635,Ohio,0,5,0,7,7,2,0.00012162881802504925
33278055,urindependent.com,12225706,Oregon,0,2,0,2,2,7,6.436297566587774e-05
33288496,utdailybeacon.com,602554,Tennessee,2,2,20,3,-17,34345,6.43577784002104e-05
33333561,vicksburgpost.com,2018013,Mississipi,3,10,3,10,7,3679,0.00019658074925858366
33335779,vidaenelvalle.com,1938436,California,4,3,2090,3522,1432,2799,0.0002027674765853519
33340862,viendongdaily.com,316251,California,0,2,0,4,4,63081,6.438663407114309e-05
33374053,voice-tribune.com,499053,Kentucky,0,1,0,1,1,17959,6.43485478304114e-05
33400098,waltersherald.com,13209096,Oklahoma,2,3,15,19,4,146,0.0004292614929335355
33406723,warwickonline.com,1094791,Rhode Island,2,6,132,77,-55,7663,0.0004300705735628582
33407475,washingtonian.com,27429,District of Columbia,85,65,836,18787,17951,951045,0.00023412062468306842
33411663,watfordcitynd.com,7116324,North Dakota,1,1,1,1,0,0,6.43485478304114e-05
33412397,wausharaargus.com,3747169,Wisconsin,0,15,0,30,30,528,0.00039485032611819693
33418096,weatherforyou.com,85779,Alexa Top 500,3,66,6,14672,14666,6915854,0.002367346625595869
33436822,weeklycitizen.com,2603206,Louisiana,8,7,677,4205,3528,3608,0.00038838917901315196
33436889,weeklyvolcano.com,4145051,Washington,43,8,1847,21,-1826,574014,6.656515806514135e-05
33438996,weimarmercury.com,10249906,Texas,0,2,0,2,2,0,6.436297566587774e-05
33448069,wesleyanargus.com,1667142,Connecticut,0,5,0,20,20,265,6.659375152133325e-05
33449869,westernherald.com,1262676,Michigan,0,3,0,5,5,159184,6.4735461295368e-05
33451425,westport-news.com,333090,Connecticut,10,17,10906,17566,6660,39494,0.0006485941204907154
33451761,westsidetoday.com,322164,California,1,5,1,39,38,195679,6.563864132167358e-05
33475395,wilmingtonbiz.com,389404,North Carolina,0,2,0,4,4,204,6.438663407114309e-05
33497359,woodfordtimes.com,7569497,Illinois,12,2,1140,2225,1085,14957,0.0004165140104202504
33552158,yaledailynews.com,121041,Connecticut,70,54,364,4635,4271,1356425,0.00019064531941190098
33573604,yorknewstimes.com,757180,Nebraska,0,6,0,109,109,0,0.00017499363573511507
33812403,adaeveningnews.com,13388385,Oklahoma,0,4,0,5,5,0,6.469187435823979e-05
33816766,adelaidenow.com.au,13081,Alexa Top 500,19,22,5599,6688,1089,322879,0.00012068241535167593
33872737,akronlegalnews.com,1364651,Ohio,0,3,0,144,144,64,0.0001700769080270255
33876825,alamogordonews.com,396797,New Mexico,8,18,15859,10305,-5554,83179,0.0002509650701405367
33889661,alexandrianews.org,2204660,Virginia,1,2,2,4,2,24604,7.301939484664778e-05
33937548,amherstcitizen.com,4958274,New Hampshire,0,2,0,3,3,133,6.570767883841671e-05
34024040,arkansasonline.com,86774,Alexa Top 500,7,37,7798,2820,-4978,766007,0.0011661322286683534
34058619,aspendailynews.com,191241,Colorado,0,12,0,33,33,678,6.811681122172776e-05
34084706,augustagazette.com,5358330,Kansas,3,10,333,7010,6677,3327,0.00025616357058707586
34087059,auroraadvocate.com,1609489,Ohio,10,9,46,11,-35,130,7.79090362944468e-05
34087281,aurorasentinel.com,439378,Colorado,0,5,0,6,6,390,6.546310517177299e-05
34145765,baltimoreguide.com,2134705,Maryland,4,2,8,3,-5,3041,6.437740350134408e-05
34152174,banner-tribune.com,3250030,Louisiana,3,2,51,3,-48,2199,6.437220623567674e-05
34175070,baystatebanner.com,893292,Massachusetts,10,12,12,32,20,85725,7.864555635372708e-05
34175286,bayviewcompass.com,1618732,Wisconsin,3,1,5,2,-3,37415,6.447164927986628e-05
34194672,bedfordgazette.com,8266644,Pennsylvania,0,4,0,4,4,64,6.456021045595811e-05
34206778,bemidjipioneer.com,281416,Minnesota,2,6,4765,8,-4757,240767,0.0001594568271470523
34214871,berkeleybeacon.com,2367043,Massachusetts,0,6,0,3596,3596,1220,0.0008089327792764492
34215141,berkshireeagle.com,102748,Massachusetts,5,29,1245,8107,6862,233942,0.0004443466435313682
34228610,bethanyclipper.com,5188020,Missouri,2,4,17,5,-12,486,6.47699777088276e-05
34247672,bignewsnetwork.com,191514,New Jersey,0,6,0,173,173,6085,8.128668791250473e-05
34248430,bigskybusiness.com,3399629,Montana,0,3,0,37,37,3754,6.587842080123862e-05
34266120,bitterrootstar.com,2199382,Montana,1,1,1,1,0,1168,6.43485478304114e-05
34342478,borderobserver.com,12387470,Texas,0,4,0,7,7,14,6.690454441752248e-05
34361651,bransoncourier.com,3127466,Missouri,1,2,1175,2,-1173,13967,6.435529149398875e-05
34372191,bridgelandnews.org,4771641,Minnesota,0,3,0,5,5,798,6.437892545991378e-05
34392609,buckinghampost.com,6011090,New Jersey,1,0,1,0,-1,5,6.433931726061239e-05
34392881,buckslocalnews.com,688794,New Jersey,1,1,18,5,-13,8,6.438547010960741e-05
34405227,burnetbulletin.com,8064401,Texas,2,4,12,13,1,22,0.00042905469692318545
34409822,businessrecord.com,399011,Iowa,1,3,5,3889,3884,31,0.00015354210299604662
34409830,businessreport.com,270997,Louisiana,5,7,704,15,-689,11376,0.0005134363254174599
34458910,capitalgazette.com,97378,Alexa Top 500,1,0,1,0,-1,0,6.433931726061239e-05
34459073,capitalnewyork.com,30863,New York,82,26,1079,255,-824,28893,0.00015866458752093396
34484839,cascadebusnews.com,863783,Oregon,0,4,0,6,6,67629,6.463237784965642e-05
34485031,cascadiaweekly.com,1438592,Washington,0,3,0,4,4,799,6.437796274370089e-05
34491291,castinepatriot.com,10991107,Maine,3,4,155,230,75,47,0.00033333352070520953
34496491,catholicherald.com,1091114,Virginia,0,2,0,3,3,4388,6.437220623567674e-05
34496595,catholicspirit.com,7820695,New Jersey,0,1,0,2,2,0,6.43577784002104e-05
34496623,catholicweekly.org,17409613,Michigan,2,1,19,4,-15,317,6.437623953980841e-05
34536495,chapelhillnews.com,568276,North Carolina,6,9,4144,16290,12146,7519,0.0006884053439575672
34544580,chathamjournal.com,2782042,North Carolina,5,5,5,12,7,1723,6.630832219958792e-05
34555711,cheshireherald.com,1444274,Connecticut,0,2,0,6,6,7667,6.44541971879898e-05
34559187,chicagojournal.com,103314,Illinois,0,9,0,1251,1251,74,0.00013853403218507885
